Year,Brand,Model,Lap Time I, RC,Tire II,Lap Time II,RC,Tire III,Lap Time III,RC,Country,MSRP (2022 USD),WHP,WTorque,Weight,P/W (kg/hp),Layout,Trans,Rating,_HD,Author,Source,Comments / Other Times,,,,,,,
1992,Nissan,Skyline GTS-T (E-HCR32),,,,,,,,,Japan,,218,285,1340,6.146788991,FR,MT,,R,Jaskier,link,,,,,,,,
1994,Nissan,Skyline GT-R V Spec II (R32),,,,,,,,,Japan,,260,305,1500,5.769230769,F4,MT,,R,Esprit3095,link,underrated power compared to irl dyno tests,,,,,,,
1990,Nissan,Skyline GT-R (R32),1:08.34,0,,,,,,,Japan,,281,359,1430,5.088967972,F4,MT,,R,Nissan,irl,,,,,,,,
1995,Nissan,Skyline GT-R V Spec (R33),,,,,,,,,Japan,,321,336,1540,4.797507788,F4,MT,,R,101Creative,Patreon,power is too high,,,,,,,
1997,Nissan,Skyline GT-R V Spec (R33),,,,,,,,,Japan,,274,331,1530,5.583941606,F4,MT,,R,Kubus,link,,,,,,,,
1997,Nissan,Skyline GT-R (R33),1:05.00,0,,,,,,,Japan,,293,364,1530,5.221843003,F4,MT,,R,Nissan,irl,,,,,,,,
1998,Nissan,Skyline GT25 Turbo (R34),1:10.26,0,,,,,,,Japan,,236,293,1410,5.974576271,F4,MT,,R,Nissan,irl,,,,,,,,
1999,Nissan,Skyline GT-T (ER34),,,,,,,,,Japan,,242,319,1410,5.826446281,FR,MT,,R,Tasken,link,,,,,,,,
1999,Nissan,Skyline GT-R V Spec (R34),,,,,,,,,Japan,,274,331,1560,5.693430657,F4,MT,,R,Kunos,AC (JP),,,,,,,,
2002,Nissan,Skyline GT-R V Spec II NÜR (R34),,,,,,,,,Japan,,309,346,1560,5.048543689,F4,MT,,R,Ascend Service Garage,link,,,,,,,,
1998,Nissan,Skyline GT-R (R34),1:06.00,0,,,,,,,Japan,,308,376,1560,5.064935065,F4,MT,,R,Nissan,irl,,,,,,,,
1999,Nissan,Skyline GT-R V-Spec (R34),1:05.32,0,,,,,,,Japan,,308,376,1520,4.935064935,F4,MT,,R,Nissan,irl,,,,,,,,
2009,Nissan,GT-R (R35),,,,,,,,,Japan,,418,489,1680,4.019138756,F4,AT,,R,RiZe,link,,,,,,,,
2013,Nissan,GT-R (R35),1:02.05,0,,,,,,,Japan,,455,583,1737,3.817582418,F4,AT,,R,Nissan,irl,,,,,,,,
2014,Nissan,GT-R Spec-V (R35),1:01.74,0,,,,,,,Japan,,486,639,1722,3.543209877,F4,AT,,R,Nissan,irl,,,,,,,,
2014,Nissan,GT-R Nismo (R35),,,,,,,,,Japan,,517,636,1750,3.384912959,F4,AT,,L,Kunos,AC,,,,,,,,
2017,Nissan,GT-R Premium (R35),1:01.032,0,HT,0:59.690,2,,,,Japan,,559,633,1750,3.13059034,F4,AT,3.5,L,markos kass (realism data edit),link,"powerlut edited by yours truly and proper 7100 redline, not as good as mushrooms gtr but decent non nismo alt",,,,,,,
2017,Nissan,GT-R (R35),1:01.192,0,,,,,,,Japan,,505,565,1775,3.514851485,F4,AT,,R,Nissan,irl,,,,,,,,
2017,Nissan,GT-R Nismo (R35),1:01.347,0,SM,0:59.087,1,,,,Japan,,542,667,1750,3.228782288,F4,AT,5,R,mushrooms,link,"incredible driving feel, good physics semi slick tire feels like magic but then again gtr is magic irl",,,,,,,
2020,Nissan,GT-R Nismo (R35),0:59.360,0,,,,,,,Japan,,558,689,1746,3.129032258,F4,AT,,R,Nissan,irl,,,,,,,,
2020,Nissan,GT-R Nismo (R35),,,,,,,,,Japan,,628,703,1700,2.707006369,F4,AT,,L,Ceky Performance,Patreon,power way too high,,,,,,,
1990,Nissan,Silvia K's Diamond Selection (S13),,,,,,,,,Japan,,146,192,1160,7.945205479,FR,MT,,R,Facundo,link,,,,,,,,
1991,Nissan,180SX (S13),1:13.01,0,,,,,,,Japan,,170,227,1221,7.182352941,FR,MT,,R,Nissan,irl,,,,,,,,
1993,Nissan,180SX Type-X (S13),,,,,,,,,Japan,,173,234,1220,7.052023121,FR,MT,,R,Lenny,link,,,,,,,,
1989,Nissan,240SX (S13),,,,,,,,,Japan (USDM),,124,179,1250,10.08064516,FR,MT,,L,Lynxkenny,Youtube,,,,,,,,
1993,Nissan,240SX (S13),,,,,,,,,Japan (USDM),,197,240,1225,6.218274112,FR,MT,,L,slivkasl,link,hp/tq way too high for KA24,,,,,,,
1995,Nissan,Sileighty (S13),,,,,,,,,Japan,,184,254,1155,6.277173913,FR,MT,,R,Settings,link,,,,,,,,
1996,Nissan,Silvia K's HICAS (S14),,,,,,,,,Japan,,184,237,1230,6.684782609,FR,MT,,R,laymilk,link,,,,,,,,
1999,Nissan,Silvia K's Kouki (S14),,,,,,,,,Japan,,189,239,1240,6.560846561,FR,MT,,R,101Creative,link,,,,,,,,
1999,Nissan,Silvia Spec-R Aero (S15),,,,,,,,,Japan,,204,258,1240,6.078431373,FR,MT,,R,Esprit3095,link,,,,,,,,
2003,Nissan,Silvia Spec R Aero (S15),1:08.89,0,,,,,,,Japan,,210,233,1250,5.952380952,FR,MT,,R,Nissan,irl,ADVAN F215/45R17 R225/45R17,,,,,,,
1989,Nissan,Laurel (C33),,,,,,,,,Japan,,193,249,1390,7.202072539,FR,MT,,R,Gentle Mind Performance,link,,,,,,,,
1990,Nissan,Pulsar GTI,,,,,,,,,Japan,,220,284,1145,5.204545455,F4,MT,,R,?,link,,,,,,,,
1990,Nissan,Pulsar GTi-R,1:09.75,0,,,,,,,Japan,,186,230,1220,6.559139785,F4,MT,,R,Nissan,irl,,,,,,,,
2006,Noble,M400,,,,,,,,,Britain,,370,460,1135,3.067567568,MR,MT,,L,101Creative,Patreon,,,,,,,,
2010,Noble,M600,,,,,,,,,Britain,,564,718,1175,2.083333333,MR,MT,,L,101Creative,Patreon,,,,,,,,
1969,Oldsmobile,442 Hurst,,,,,,,,,USA,,259,445,1685,6.505791506,FR,MT,,L,The Modding Workshop,link,,,,,,,,
2004,Opel,Speedster Turbo,,,,,,,,,Germany,,174,233,929,5.33908046,MR,MT,,L,101Creative,link,,,,,,,,
2009,Pagani,Zonda Cinque HT,,,,,,,,,Italy,,582,679,1210,2.079037801,MR,AT,,L,Panda,link,,,,,,,,
2012,Pagani,Huayra,,,,,,,,,Italy,,621,935,1360,2.190016103,MR,AT,,L,Kunos,AC,,,,,,,,
2017,Pagani,Huayra Roadster,,,,,,,,,Italy,,685,1000,1280,1.868613139,MR,AT,,L,MNBA,Patreon,,,,,,,,
2016,Pagani,Huayra BC,,,,,,,,,Italy,,621,935,1218,1.961352657,MR,AT,,L,Kunos,AC,,,,,,,,
2016,Pagani,Huayra BC,,,,,,,,,Italy,,621,935,1218,1.961352657,MR,AT,,L,Jandrovi,Youtube,,,,,,,,
2005,Panoz,Esperante GT LM,,,,,,,,,USA,,365,496,1535,4.205479452,FR,MT,,L,GeroDa74,link,,,,,,,,
1962,Peel,P50,,,,,,,,,Britain,,4,8,141,35.25,MR,MT,,M,PedroBLR,link,,,,,,,,
1993,Peugeot,106 XSI,,,,,,,,,France,,123,155,710,5.772357724,FF,MT,,L,RICAS,link,,,,,,,,
1984,Peugeot,205 Turbo 16,,,,,,,,,France,,199,255,1145,5.753768844,M4,MT,,L,Darek,link,,,,,,,,
1987,Peugeot,205 Rallye,,,,,,,,,France,,102,120,790,7.745098039,FF,MT,,L,MSC,link,,,,,,,,
1990,Peugeot,205 GTI 1.6,,,,,,,,,France,,102,120,850,8.333333333,FF,MT,,L,GA Modding,link,,,,,,,,
1999,Peugeot,206 S16,1:12.95,0,,,,,,,France,,111,131,1050,9.459459459,FF,MT,,L,Peugeot,irl,,,,,,,,
2002,Peugeot,206 GTI,,,,,,,,,France,,101,120,1025,10.14851485,FF,MT,,L,Redlex,link,,,,,,,,
2004,Peugeot,206 RC,,,,,,,,,France,,151,176,1125,7.450331126,FF,MT,,L,101Creative,link,,,,,,,,
2007,Peugeot,207 RC,,,,,,,,,France,,171,239,1319,7.713450292,FF,MT,,L,Darek,link,,,,,,,,
2010,Peugeot,RCZ,,,,,,,,,France,,176,246,1350,7.670454545,FF,MT,,L,Darek,link,,,,,,,,
2015,Peugeot,308 GTi 270,1:07.87,0,,,,,,,France,,213,355,1301,6.107981221,FF,MT,,R,Peugeot,irl,,,,,,,,
2019,Peugeot,208 PureTech,1:19.35,0,,,,,,,France,,90,182,1133,12.58888889,FF,MT,,L,Peugeot,irl,,,,,,,,
2019,Polestar,1,,,,,,,,,Sweden,,523,693,2375,4.541108987,F4,AT,,L,PedroBLR,link,,,,,,,,
1988,Pontiac,Fiero GT,,,,,,,,,USA,,135,224,1225,9.074074074,MR,MT,,L,Bruce K.,link,,,,,,,,
2009,Pontiac,Solstice GXP,,,,,,,,,USA,,274,358,1319,4.813868613,FR,MT,,L,Bruce K.,link,power is too high,,,,,,,
1989,Porsche,944 S2,1:12.01,0,,,,,,,Germany,,186,248,1351,7.26344086,FR,MT,,L,Porsche,irl,,,,,,,,
1988,Porsche,944 Turbo S (951),,,,,,,,,Germany,,215,304,1350,6.279069767,FR,MT,,L,Dan Bucsa,Patreon,,,,,,,,
1993,Porsche,968 Turbo S,,,,,,,,,Germany,,270,559,1356,5.022222222,FR,MT,,L,Velo,link,,,,,,,,
1994,Porsche,968 CS,1:09.90,0,,,,,,,Germany,,198,258,1317,6.651515152,FR,MT,,L,Porsche,irl,,,,,,,,
1994,Porsche,928 GTS,,,,,,,,,Germany,,304,435,1612,5.302631579,FR,MT,,L,Dan Bucsa,Patreon,,,,,,,,
1992,Porsche,928 GTS,1:11.10,0,,,,,,,Germany,,311,433,1655,5.321543408,FR,MT,,L,Porsche,irl,,,,,,,,
2002,Porsche,Cayenne Turbo,1:11.65,0,,,,,,,Germany,,359,538,2355,6.559888579,F4,AT,,L,Porsche,irl,,,,,,,,
2015,Porsche,Cayenne Turbo S,,,,,,,,,Germany,,499,699,2235,4.478957916,F4,AT,,L,Kunos,AC,,,,,,,,
2020,Porsche,Cayenne GTS,,,,,,,,,Germany,,448,620,2200,4.910714286,F4,AT,,L,PTT Mods,Patreon,,,,,,,,
2022,Porsche,Cayenne Turbo GT,,,,,,,,,Germany,,684,914,2220,3.245614035,F4,AT,,L,Ceky Performance,link,hp/tq too high,,,,,,,
2014,Porsche,Macan Turbo,,,,,,,,,Germany,,340,468,1925,5.661764706,F4,AT,,L,Kunos,AC,,,,,,,,
2009,Porsche,Panamera S,1:07.63,0,,,,,,,Germany,,311,320,1832,5.890675241,FR,AT,,L,Porsche,irl,,,,,,,,
2009,Porsche,Panamera Turbo,1:05.22,0,,,,,,,Germany,,388,551,1980,5.103092784,FR,AT,,L,Porsche,irl,,,,,,,,
2016,Porsche,Panamera Turbo,,,,,,,,,Germany,,468,656,2070,4.423076923,F4,AT,,L,Kunos,AC,,,,,,,,
2020,Porsche,Taycan Turbo,,,,,,,,,Germany,,663,913,2305,3.476621418,MR,AT,,L,RVZ,link,,,,,,,,
1999,Porsche,Boxster S (986),1:09.44,0,,,,,,,Germany,,221,261,1352,6.117647059,MR,MT,,L,Porsche,irl,,,,,,,,
2005,Porsche,Boxster S (987),1:06.40,0,,,,,,,Germany,,258,301,1395,5.406976744,MR,MT,,L,Porsche,irl,,,,,,,,
2006,Porsche,Cayman S (987),,,,,,,,,Germany,,256,296,1415,5.52734375,MR,MT,,L,Wolff,link,,,,,,,,
2012,Porsche,Cayman R (987),,,,,,,,,Germany,,283,322,1355,4.787985866,MR,MT,,L,101Creative,,,,,,,,,
2016,Porsche,Cayman GTS (981),,,,,,,,,Germany,,316,382,1385,4.382911392,MR,AT,,L,TGN,Patreon,,,,,,,,
2013,Porsche,Cayman S (981),1:06.01,0,,,,,,,Germany,,311,355,1394,4.482315113,MR,MT,,L,Porsche,irl,,,,,,,,
2016,Porsche,Cayman GT4 (981),,,,,,,,,Germany,,354,386,1340,3.785310734,MR,MT,,L,Kunos,AC (P2),,,,,,,,
2016,Porsche,718 Boxster S (982),,,,,,,,,Germany,,316,386,1355,4.287974684,MR,MT,,L,Kunos,AC (P2),,,,,,,,
2016,Porsche,718 Boxster S PDK (982),,,,,,,,,Germany,,316,386,1385,4.382911392,MR,AT,,L,Kunos,AC (P2),,,,,,,,
2016,Porsche,718 Cayman S (982),,,,,,,,,Germany,,316,386,1355,4.287974684,MR,MT,,L,Kunos,AC (P1),,,,,,,,
2016,Porsche,718 Cayman S (982),,,,,,,,,Germany,,316,386,1355,4.287974684,MR,MT,,L,Kunos,AC (P1),,,,,,,,
2019,Porsche,718 Cayman GT4 (982),,,,,,,,,Germany,,387,386,1420,3.669250646,MR,MT,,L,Matth,link,,,,,,,,
2022,Porsche,718 Cayman GT4 RS (982),,,,,,,,,Germany,,502,501,1464,2.916334661,MR,AT,,L,Ceky Performance,link,hp/tq way too high,,,,,,,
2022,Porsche,718 Cayman GT4 RS (982),,,,,,,,,Germany,,496,449,1415,2.852822581,MR,AT,,L,PTT Mods,Patreon,,,,,,,,
1957,Porsche,356 A/1600 Speedster,,,,,,,,,Germany,,60,110,760,12.66666667,RR,MT,,L,GeroDa74,link,,,,,,,,
1964,Porsche,911,,,,,,,,,Germany,,128,174,1080,8.4375,RR,MT,,L,GeroDa74,link,,,,,,,,
1984,Porsche,911 Carrera 3.2 ,,,,,,,,,Germany,,197,244,1200,6.091370558,RR,MT,,L,MNBA,link,,,,,,,,
1981,Porsche,911 Turbo (930),,,,,,,,,Germany,,287,358,1150,4.006968641,RR,MT,,L,Axis,link,,,,,,,,
1987,Porsche,911 Turbo (930),,,,,,,,,Germany,,287,366,1150,4.006968641,RR,MT,,L,Axis,link,,,,,,,,
1988,Porsche,911 Carrera (964),1.09.22,0,,,,,,,Germany,,198,260,1394,7.04040404,RR,MT,,L,Porsche,irl,,,,,,,,
1992,Porsche,911 Carrera RS (964),,,,,,,,,Germany,,200,255,1230,6.15,RR,MT,,L,Driver69 + others,link,,,,,,,,
1991,Porsche,911 Carrera RS (964),1:05.86,0,,,,,,,Germany,,217,276,1219,5.617511521,RR,MT,,L,Porsche,irl,,,,,,,,
1993,Porsche,911 Turbo 3.3 S Leichtbau (964),,,,,,,,,Germany,,329,443,1231,3.741641337,RR,MT,,L,MNBA,link,,,,,,,,
1993,Porsche,911 Turbo 3.6 (964),1:07.74,0,,,,,,,Germany,,338,482,1472,4.355029586,RR,MT,,L,Porsche,irl,,,,,,,,
1995,Porsche,911 Carrera (993),,,,,,,,,Germany,,245,306,1390,5.673469388,RR,MT,,L,A3DR,link,,,,,,,,
1995,Porsche,911 Carrera (993),1:08.89,0,,,,,,,Germany,,245,300,1396,5.697959184,RR,MT,,L,Porsche,irl,,,,,,,,
1995,Porsche,911 Carrera 4 (993),,,,,,,,,Germany,,245,306,1427,5.824489796,R4,MT,,L,A3DR,link,,,,,,,,
1996,Porsche,Carrera 4S (993),1:07.18,0,,,,,,,Germany,,253,309,1471,5.814229249,R4,MT,,L,Porsche,irl,,,,,,,,
1995,Porsche,911 Carrera RS Club Sport (993),,,,,,,,,Germany,,258,307,1173,4.546511628,RR,MT,,L,Esprit3095,link,,,,,,,,
1995,Porsche,911 Turbo (993),,,,,,,,,Germany,,351,471,1502,4.279202279,R4,MT,,L,A3DR,link,,,,,,,,
1995,Porsche,911 GT2 (993),1:04.25,0,,,,,,,Germany,,364,464,1303,3.57967033,RR,MT,,L,Porsche,irl,,,,,,,,
1995,Porsche,911 Turbo 3.6 (993),1:05.97,0,,,,,,,Germany,,310,410,1518,4.896774194,R4,MT,,L,Porsche,irl,,,,,,,,
1997,Porsche,911 Carrera (996),1:08.06,0,,,,,,,Germany,,249,292,1378,5.534136546,RR,MT,,L,Porsche,irl,,,,,,,,
2004,Porsche,911 GT3 (996.2),,,,,,,,,Germany,,332,339,1380,4.156626506,RR,MT,,L,Dan Bucsa,link,,,,,,,,
2003,Porsche,911 GT3 (996.2),1:05.00,0,,,,,,,Germany,,351,372,1398,3.982905983,RR,MT,,L,Porsche,irl,,,,,,,,
2004,Porsche,911 GT3 RS (996.2),,,,,,,,,Germany,,348,335,1360,3.908045977,RR,MT,,L,MLSXLD/JakubP/VRDrving,link,,,,,,,,
2008,Porsche,911 Carrera (997.2),1:05.58,0,,,,,,,Germany,,270,309,1468,5.437037037,RR,MT,,L,Porsche,irl,,,,,,,,
2008,Porsche,911 Carrera S (997.2),1:05.35,0,,,,,,,Germany,,300,317,1464,4.88,RR,MT,,L,Porsche,irl,,,,,,,,
2008,Porsche,911 Carrera 4S (997.2),1:04.42,0,,,,,,,Germany,,300,317,1524,5.08,R4,AT,,L,Porsche,irl,,,,,,,,
2007,Porsche,911 GT3 (997.1),,,,,,,,,Germany,,362,361,1395,3.85359116,RR,MT,,L,Jandrovi,Youtube,,,,,,,,
2006,Porsche,911 GT3 (997.1),1:04.84,0,,,,,,,Germany,,367,386,1435,3.910081744,RR,MT,,L,Porsche,irl,,,,,,,,
2007,Porsche,911 GT3 (997.1),,,,,,,,,Germany,,362,353,1395,3.85359116,RR,MT,,L,GeroDa74,link,,,,,,,,
2007,Porsche,911 GT3 RS (997.1),,,,,,,,,Germany,,362,353,1395,3.85359116,RR,MT,,L,101Creative,patreon,,,,,,,,
2006,Porsche,911 GT3 RS (997.1),1:04.51,0,,,,,,,Germany,,369,366,1416,3.837398374,RR,MT,,L,Porsche,irl,,,,,,,,
2006,Porsche,911 Turbo (997.1),1:04.12,0,,,,,,,Germany,,440,585,1618,3.677272727,R4,AT,,L,Porsche,irl,,,,,,,,
2007,Porsche,911 Turbo (997.1),,,,,,,,,Germany,,403,570,1585,3.933002481,R4,MT,,L,GeroDa74,link,,,,,,,,
2010,Porsche,911 Turbo (997.2),1:03.45,0,,,,,,,Germany,,444,576,1601,3.605855856,R4,AT,,L,Porsche,irl,,,,,,,,
2009,Porsche,911 Sport Classic (997.1),,,,,,,,,Germany,,355,365,1425,4.014084507,RR,MT,,L,GeroDa74,link,,,,,,,,
2008,Porsche,911 GT2 (997.1),,,,,,,,,Germany,,455,550,1370,3.010989011,RR,MT,,L,101Creative,patreon,,,,,,,,
2007,Porsche,911 GT2 (997.1),1:03.26,0,,,,,,,Germany,,480,597,1481,3.085416667,RR,MT,,L,Porsche,irl,,,,,,,,
2011,Porsche,911 GT3 RS 4.0 (997.2),,,,,,,,,Germany,,436,400,1360,3.119266055,RR,MT,,L,BZ Simworks,FB,,,,,,,,
2012,Porsche,911 GT2 RS (997.2),,,,,,,,,Germany,,586,710,1370,2.337883959,RR,MT,,L,BZ Simworks,FB,,,,,,,,
2014,Porsche,911 Turbo S (991.1),1:02.35,0,,,,,,,Germany,,486,456,1592,3.275720165,R4,AT,,L,Porsche,irl,,,,,,,,
2013,Porsche,911 GT3 (991.1),,,,,,,,,Germany,,436,400,1425,3.268348624,RR,AT,,L,MNBA,link,should have little less pwoer than rs,,,,,,,
2014,Porsche,911 GT3 (991.1),1:01.34,0,,,,,,,Germany,,421,423,1451,3.446555819,RR,AT,,L,Porsche,irl,,,,,,,,
2015,Porsche,911 GT3 RS (991.1),1:00.865,0,,,,,,,Germany,,436,400,1425,3.268348624,RR,AT,4,L,Kunos,AC (P2),the standard of quality expected from base game cars,,,,,,,
2016,Porsche,911 GT3 RS (991.1),1:00.70,0,,,,,,,Germany,,430,427,1467,3.411627907,RR,AT,,L,Porsche,irl,,,,,,,,
2016,Porsche,911 R (991.1),,,,,,,,,Germany,,436,400,1370,3.142201835,RR,MT,,L,Kunos,AC (P2),,,,,,,,
2015,Porsche,911 Carrera S (991.2),,,,,,,,,Germany,,368,445,1515,4.116847826,RR,AT,,L,Kunos,AC (P1),,,,,,,,
2015,Porsche,Carrera S (991.?),1:02.49,0,,,,,,,Germany,,380,509,1489,3.918421053,RR,AT,,L,Porsche,irl,,,,,,,,
2016,Porsche,911 Turbo S (991.2),,,,,,,,,Germany,,538,660,1600,2.973977695,R4,AT,,L,Kunos,AC (P3),,,,,,,,
2016,Porsche,911 Turbo S (991.2),1:01.40,0,,,,,,,Germany,,535,710,1603,2.996261682,R4,AT,,L,Porsche,irl,,,,,,,,
2018,Porsche,911 GT3 (991.2),,,,,,,,,Germany,,451,409,1413,3.133037694,RR,MT,,L,TGN,link,,,,,,,,
2019,Porsche,911 GT3 (991.2),1:00.20,0,,,,,,,Germany,,454,444,1475,3.248898678,RR,AT,,L,Porsche,irl,,,,,,,,
2018,Porsche,911 GT2 RS (991.2),,,,,,,,,Germany,,723,803,1470,2.033195021,RR,AT,,L,Markos Kass,link,,,,,,,,
2018,Porsche,911 GT2 RS MR (991.2),,,,,,,,,Germany,,610,695,1450,2.37704918,RR,AT,,L,Steve Stirpe,link,,,,,,,,
2020,Porsche,911 Carrera S (992),,,,,,,,,Germany,,399,470,1550,3.884711779,RR,AT,,L,MLSXLD,link,,,,,,,,
2022,Porsche,911 Sport Classic (992),,,,,,,,,Germany,,537,661,1570,2.923649907,RR,MT,,L,Ceky Performance,link,,,,,,,,
2021,Porsche,911 Turbo S (992),,,,,,,,,Germany,,610,770,1640,2.68852459,RR,AT,,L,Jandrovi,Youtube,,,,,,,,
2022,Porsche,911 GT3 (992),,,,,,,,,Germany,,444,410,1435,3.231981982,RR,B,,L,Jandrovi,Youtube,,,,,,,,
2022,Porsche,911 GT3 (992),,,,,,,,,Germany,,444,410,1435,3.231981982,RR,MT,,L,MNBA,Patreon,,,,,,,,
2023,Porsche,911 GT3 RS (992),,,,,,,,,Germany,,519,490,1450,2.793834297,RR,AT,,L,Ceky Performance,Patreon,"was 539 peak hp, changed 9000 rpm powerlut from 430 to 405",,,,,,,
2023,Porsche,911 GT3 RS Weissach (992),,,,,,,,,Germany,,512,478,1450,2.83203125,RR,AT,,L,Ceky Performance,Patreon,,,,,,,,
1986,Porsche,959,,,,,,,,,Germany,,368,440,1450,3.940217391,R4,MT,,L,?,link,,,,,,,,
1998,Porsche,911 GT1 Straßenversion,,,,,,,,,Germany,,472,515,1150,2.436440678,MR,AT,,L,101creative,Patreon,,,,,,,,
2004,Porsche,Carrera GT,,,,,,,,,Germany,,536,517,1380,2.574626866,MR,MT,,L,Jandrovi,Youtube,,,,,,,,
2014,Porsche,918 Spyder,,,,,,,,,Germany,,534,474,1640,3.071161049,MR,AT,,L,Kunos,AC (P1),ac seems to shit itself at the sight of electricity/hybrids,,,,,,,
2019,Porsche,911 3.8 by Singer,,,,,,,,,Germany,,262,295,1244,4.748091603,RR,MT,,L,"Ben O'Bro, Arch",RD,,,,,,,,
2019,Porsche,911 4.0 by Singer,,,,,,,,,Germany,,339,372,1244,3.669616519,RR,MT,,L,"Ben O'Bro, Arch",RD,,,,,,,,
2019,Porsche,911 AWD by Singer,,,,,,,,,Germany,,339,372,1274,3.758112094,R4,MT,,L,"Ben O'Bro, Arch",RD,,,,,,,,
2021,Porsche,911 DLS by Singer,,,,,,,,,Germany,,460,425,960,2.086956522,RR,MT,,L,MNBA,Patreon,,,,,,,,
2009,Radical,SR4 1.2,1:00.29,0,,,,,,,Britain,,169,231,530,3.136094675,MR,MT,,R,Radical,irl,,,,,,,,
2010,Radical,RXC Turbo 500,,,,,,,,,Britain,,462,575,570,1.233766234,MR,SEQ,,L,101Creative,link,,,,,,,,
2009,Renault,Twingo GT,,,,,,,,,France,,119,206,980,8.235294118,RR,MT,,L,Wack,link,,,,,,,,
2003,Renault,Sport Clio II V6 Phase II,,,,,,,,,France,,213,262,1335,6.267605634,MR,MT,,L,AC Cars Reworked,link,,,,,,,,
2003,Renault,Clio V6 (MK2),1:09.30,0,,,,,,,France,,216,255,1400,6.481481481,MR,MT,,L,Renault,irl,,,,,,,,
2007,Renault,Clio III RS,,,,,,,,,France,,187,195,1240,6.631016043,FF,MT,,R,Jack Thorpe,fb,,,,,,,,
2009,Renault,Clio III RS 200 Cup,,,,,,,,,France,,172,179,1205,7.005813953,FF,MT,,L,101Creative,link,,,,,,,,
2013,Renault,Clio IV RS 4,,,,,,,,,France,,169,203,1204,7.124260355,FF,MT,,L,Darek,link,,,,,,,,
2015,Renault,Clio RS 220 Trophy,1:09.31,0,,,,,,,France,,202,286,1264,6.257425743,FF,MT,,L,Renault,irl,,,,,,,,
2016,Renault,Sandero RS,,,,,,,,,France (Brazil),,131,182,1161,8.86259542,FF,MT,,L,Dino,,,,,,,,,
2002,Renault,Megane RS Sport,1:10.30,0,,,,,,,France,,190,255,1355,7.131578947,FF,MT,,L,Renault,irl,,,,,,,,
2009,Renault,Megane RS,1:07.50,0,,,,,,,France,,248,355,1387,5.592741935,FF,MT,,L,Renault,irl,,,,,,,,
2008,Renault,Megane R26.R,,,,,,,,,France,,193,269,1304,6.756476684,FF,MT,,L,101Creative,PAtreon,,,,,,,,
2011,Renault,Megane RS 275 Trophy-R,,,,,,,,,France,,238,316,1297,5.449579832,FF,MT,,L,101Creative,PAtreon,,,,,,,,
2014,Renault,Megane RS 275 Trophy R,1:06.21,0,,,,,,,France,,235,313,1280,5.446808511,FF,MT,,L,Renault,irl,,,,,,,,
2018,Renault,Megane RS 280 EDC,,,,,,,,,France,,243,341,1404,5.777777778,FF,MT,,L,101Creative,PAtreon,,,,,,,,
2018,Renault,Megane RS Trophy,1:05.81,0,,,,,,,France,,260,348,1436,5.523076923,FF,MT,,L,Renault,irl,,,,,,,,
2018,Renault,Megane RS Trophy-R,,,,,,,,,France,,261,349,1304,4.996168582,FF,MT,,L,101Creative,PAtreon,,,,,,,,
2019,Renault,Megane RS Trophy R,1:04.72,0,,,,,,,France,,260,348,1306,5.023076923,FF,MT,,L,Renault,irl,,,,,,,,
2019,Rolls-Royce,Phantom,,,,,,,,,UK,,489,782,2700,5.521472393,FR,AT,,L,Element1999,,,,,,,,,
2019,Rolls-Royce,Cullinan,,,,,,,,,UK,,489,782,2700,5.521472393,F4,AT,,L,Element1999,,,,,,,,,
1984,Rover,SD1 Vitesse,,,,,,,,,Britain,,171,269,1438,8.409356725,FR,MT,,L,Tony Cooke,link,,,,,,,,
1987,RUF,CTR Yellowbird,,,,,,,,,Germany,,477,571,1147,2.404612159,RR,MT,,L,Kunos,AC,,,,,,,,
1987,RUF,CTR Yellow Bird,1:06.12,0,,,,,,,Germany,,467,565,1150,2.462526767,RR,MT,,L,RUF,irl,,,,,,,,
2011,RUF,RT12 R,,,,,,,,,Germany,,617,798,1495,2.423014587,RR,MT,,L,Kunos,AC (DP2),,,,,,,,
2011,RUF,RT12 R,,,,,,,,,Germany,,617,798,1495,2.423014587,R4,MT,,L,Kunos,AC (DP2),,,,,,,,
2011,RUF,RGT-8 (997),,,,,,,,,Germany,,477,428,1495,3.134171908,RR,AT,,L,101Creative,,,,,,,,,
2012,RUF,RGT-8 (991),,,,,,,,,Germany,,438,440,1395,3.184931507,RR,AT,,L,Assettodrive,link,,,,,,,,
1978,Saab,99 Turbo,,,,,,,,,Sweden,,141,183,1150,8.156028369,FF,MT,,L,WKMOD,link,,,,,,,,
1999,Saab,9-3 Aero Turbo (YS3D),,,,,,,,,Sweden,,226,403,1130,5,FF,MT,,L,Wack (u. Velo),link,power and tq too high,,,,,,,
2008,Saab,9-3 Turbo X (YS3F),,,,,,,,,Sweden,,279,374,1485,5.322580645,F4,MT,,L,ACR,link,power too high,,,,,,,
2008,Saab,9-3 Turbo X (YS3F),,,,,,,,,Sweden,,215,324,1615,7.511627907,F4,MT,,L,Blaze,Patreon,power little low,,,,,,,
2000,Saleen,S7,,,,,,,,,USA,,523,670,1250,2.390057361,MR,AT,,L,Assettodrive,link,,,,,,,,
2005,Saleen,S7 TT,,,,,,,,,USA,,750,949,1338,1.784,MR,AT,,L,Assettodrive,link,,,,,,,,
2006,Saleen,S281 (S197),,,,,,,,,USA,,502,585,1615,3.217131474,FR,MT,,L,PedroBLR,,,,,,,,,
